team_a_name,team_b_name,team_a_avg_goals,team_b_avg_goals,team_a_recent_form,team_b_recent_form,match_location,weather_condition,result
1382,2483504,1.55,1.6,4,2,home,sunny,team_a_win
1383,2483503,2.92,1.31,1,5,neutral,cloudy,team_b_win
1384,2483502,2.61,2.49,5,5,home,cloudy,draw
1385,2483501,2.49,1.39,5,1,neutral,sunny,team_b_win
1386,2483500,1.13,2.28,1,3,home,rainy,team_b_win
1387,2483499,0.69,0.88,3,1,away,cloudy,team_a_win
1388,2483498,1.58,1.64,1,1,home,cloudy,team_b_win
1389,2483497,1.65,1.52,1,3,home,sunny,team_b_win
1390,2483496,3.06,3.05,2,5,neutral,rainy,team_b_win
1391,2483495,2.88,3.5,1,1,away,sunny,team_a_win
1392,2483494,2.46,2.21,1,4,home,cloudy,team_b_win
1393,2483493,2.36,3.1,2,1,neutral,sunny,team_a_win
1394,2483492,1.85,1.29,1,4,neutral,cloudy,team_b_win
1395,2483491,0.95,2.99,4,1,neutral,rainy,team_a_win
1396,2483490,0.77,0.7,2,2,neutral,sunny,draw
1397,2483489,2.58,2.81,4,3,home,rainy,team_a_win
1398,2483488,2.21,3.17,4,1,home,cloudy,team_a_win
1399,2483487,2.16,2.71,5,3,neutral,cloudy,team_a_win
1400,2483486,0.95,3.18,1,5,neutral,rainy,draw
1401,2483485,1.51,3.32,2,4,neutral,sunny,team_a_win
1402,2483484,3.08,2.6,5,5,home,cloudy,team_b_win
1403,2483483,2.59,1.87,4,2,neutral,cloudy,team_b_win
1404,2483482,3.43,2.13,3,4,home,rainy,team_b_win
1405,2483481,1.13,0.74,1,5,neutral,cloudy,team_b_win
1406,2483480,3.15,1.22,1,3,home,sunny,team_b_win
1407,2483479,1.36,2.82,1,4,away,sunny,team_a_win
1408,2483478,0.88,2.69,3,4,away,sunny,team_b_win
1409,2483477,1.31,1.81,5,2,home,rainy,draw
1410,2483476,2.36,1.03,5,4,away,rainy,team_a_win
1411,2483475,2.76,3.35,2,2,home,sunny,team_a_win
1412,2483474,1.35,2.97,2,1,home,rainy,team_b_win
1413,2483473,3.06,1.95,4,5,away,cloudy,team_b_win
1414,2483472,1.18,1.85,5,2,home,rainy,draw
1415,2483471,2.27,1.98,2,3,home,cloudy,team_b_win
1416,2483470,2.61,0.64,3,2,away,sunny,team_b_win
1417,2483469,0.96,0.7,2,4,home,rainy,team_b_win
1418,2483468,1.85,2.56,1,1,away,sunny,team_a_win
1419,2483467,1.16,1.74,2,2,away,sunny,team_b_win
1420,2483466,3.17,0.83,4,3,home,rainy,team_b_win
1421,2483465,2.67,0.89,3,1,home,rainy,team_a_win
1422,2483464,2.68,3.04,5,5,away,sunny,team_b_win
1423,2483463,0.94,0.55,2,4,home,rainy,team_b_win
1424,2483462,2.33,0.51,4,5,away,rainy,team_b_win
1425,2483461,2.54,1.61,4,5,away,rainy,team_b_win
1426,2483460,1.7,1.29,5,4,away,rainy,draw
1427,2483459,1.97,3.22,2,3,home,rainy,team_b_win
1428,2483458,1.37,0.85,5,3,away,sunny,draw
1429,2483457,1.5,2.42,4,3,home,cloudy,team_a_win
1430,2483456,2.25,2.12,3,1,home,cloudy,draw
1431,2483455,2.05,3.01,3,4,home,sunny,team_b_win
1432,2483454,0.85,1.54,5,5,home,rainy,team_b_win
1433,2483453,2.95,2.12,4,5,away,sunny,team_a_win
1434,2483452,3.41,2,4,5,away,rainy,team_a_win
1435,2483451,3.49,1.94,2,1,home,rainy,team_b_win
1436,2483450,3.21,2.37,5,1,home,cloudy,draw
1437,2483449,1.48,2.06,5,5,home,cloudy,draw
1438,2483448,2.5,2.44,4,5,home,sunny,team_a_win
1439,2483447,3.14,2.35,5,5,neutral,cloudy,team_b_win
1440,2483446,3.47,2.72,3,1,neutral,rainy,team_a_win
1441,2483445,1.45,1.2,1,3,home,sunny,team_b_win
1442,2483444,3.5,1.86,5,2,home,cloudy,draw
1443,2483443,1.75,0.87,5,3,away,cloudy,team_a_win
1444,2483442,3.23,1.12,2,3,away,rainy,team_a_win
1445,2483441,2.4,2.98,2,2,neutral,sunny,team_b_win
1446,2483440,1.21,2.02,2,5,home,rainy,team_a_win
1447,2483439,1.67,3.1,5,4,home,cloudy,draw
1448,2483438,3.07,1.37,5,2,away,sunny,draw
1449,2483437,2.06,3.02,4,4,home,rainy,team_b_win
1450,2483436,2.06,2.83,3,5,away,sunny,team_a_win
1451,2483435,1.15,2.47,3,3,home,rainy,team_b_win
1452,2483434,1.53,2.26,3,4,neutral,rainy,team_a_win
1453,2483433,2.48,2.25,2,1,home,rainy,team_b_win
1454,2483432,1.97,1.57,4,1,away,cloudy,team_a_win
1455,2483431,3.14,0.71,1,2,neutral,sunny,draw
1456,2483430,3.23,0.96,4,1,away,rainy,team_a_win
1457,2483429,2.71,1.55,2,1,home,rainy,team_a_win
1458,2483428,0.66,1.56,4,2,neutral,rainy,draw
1459,2483427,1.34,1.48,1,5,home,cloudy,draw
1460,2483426,1.95,1.74,1,1,neutral,rainy,draw
1461,2483425,0.72,0.97,3,3,neutral,rainy,team_b_win
1462,2483424,3.32,2.1,3,1,away,cloudy,draw
1463,2483423,1.84,1.03,2,2,home,rainy,draw
1464,2483422,1.4,3.13,4,2,home,rainy,team_b_win
1465,2483421,2.4,3.27,2,2,away,rainy,draw
1466,2483420,0.51,3.31,1,3,home,rainy,team_a_win
1467,2483419,1.83,2.2,4,5,neutral,cloudy,draw
1468,2483418,2.09,2.88,5,2,away,rainy,team_a_win
1469,2483417,1.54,1.68,4,4,away,cloudy,team_a_win
1470,2483416,2.43,2.24,2,3,neutral,cloudy,draw
1471,2483415,1.02,2,4,3,neutral,rainy,draw
1472,2483414,2.23,0.75,4,2,neutral,rainy,team_b_win
1473,2483413,1.16,0.67,4,5,neutral,rainy,draw
1474,2483412,3.27,2.1,2,4,home,cloudy,team_b_win
1475,2483411,1.61,0.75,3,2,home,rainy,team_b_win
1476,2483410,1.66,3.16,1,4,neutral,sunny,draw
1477,2483409,1.38,2.04,2,2,neutral,cloudy,team_a_win
1478,2483408,1.76,0.73,2,2,away,rainy,team_b_win
1479,2483407,1.92,2.09,5,1,home,cloudy,team_b_win
1480,2483406,2.86,0.72,3,5,neutral,rainy,draw
1481,2483405,1.37,1.56,3,1,neutral,rainy,team_a_win
1482,2483404,3.33,1.76,1,1,home,sunny,team_b_win
1483,2483403,3.1,2.88,3,3,neutral,sunny,team_b_win
1484,2483402,1.84,3.39,4,1,home,sunny,draw
1485,2483401,1.7,2.54,5,4,away,cloudy,draw
1486,2483400,1.36,3.24,5,4,neutral,sunny,draw
1487,2483399,2.27,2.42,1,5,neutral,rainy,draw
1488,2483398,1.89,2.62,4,3,home,sunny,team_b_win
1489,2483397,3.31,2.83,1,1,neutral,sunny,team_a_win
1490,2483396,3.21,2.49,2,2,away,sunny,team_a_win
1491,2483395,3.17,2.55,3,2,neutral,sunny,team_a_win
1492,2483394,0.58,2.78,5,5,away,sunny,team_a_win
1493,2483393,1.77,3.08,1,3,away,rainy,team_b_win
1494,2483392,3.43,2.12,3,2,neutral,sunny,team_a_win
1495,2483391,1.13,2.98,5,4,away,cloudy,draw
1496,2483390,0.61,2.81,3,3,home,cloudy,team_a_win
1497,2483389,1.48,1.59,1,3,home,rainy,draw
1498,2483388,1.89,1.09,4,2,neutral,rainy,team_a_win
1499,2483387,0.93,1.04,3,4,home,cloudy,team_b_win
1500,2483386,2.96,1.63,1,1,neutral,rainy,team_a_win
1501,2483385,1.12,2.17,2,3,home,sunny,team_b_win
1502,2483384,1.33,1.55,2,4,neutral,rainy,team_a_win
1503,2483383,1.12,3.29,1,5,away,cloudy,team_a_win
1504,2483382,3.36,3.02,2,1,home,cloudy,team_a_win
1505,2483381,1.4,0.54,5,1,home,cloudy,team_a_win
1506,2483380,2.48,1.2,2,3,away,rainy,team_b_win
1507,2483379,0.76,1.26,5,1,home,rainy,draw
1508,2483378,3.26,2.63,1,1,neutral,sunny,team_b_win
1509,2483377,1.32,1.93,2,1,home,rainy,team_a_win
1510,2483376,1.68,0.88,4,4,neutral,cloudy,draw
1511,2483375,0.56,2.93,5,2,home,sunny,team_b_win
1512,2483374,1.48,1.46,2,4,away,cloudy,team_b_win
1513,2483373,1.59,1.59,5,1,away,rainy,draw
1514,2483372,3.33,2.06,2,4,away,cloudy,draw
1515,2483371,1.69,2.47,3,3,neutral,sunny,draw
1516,2483370,2.94,2.74,3,2,away,cloudy,team_a_win
1517,2483369,1.08,0.55,3,3,away,cloudy,draw
1518,2483368,1.34,2.55,4,5,home,cloudy,team_b_win
1519,2483367,0.79,1.55,1,3,away,cloudy,team_b_win
1520,2483366,2.74,3.46,5,1,home,cloudy,team_a_win
1521,2483365,3.14,2.59,2,5,away,cloudy,team_a_win
1522,2483364,1.28,3.46,2,1,home,sunny,draw
1523,2483363,0.52,0.62,3,1,home,cloudy,team_b_win
1524,2483362,2.33,0.5,5,2,away,sunny,draw
1525,2483361,3.41,2.59,1,1,away,rainy,team_b_win
1526,2483360,1.21,1.37,5,3,away,rainy,team_a_win
1527,2483359,2.28,0.89,2,3,neutral,cloudy,draw
1528,2483358,2.17,1.21,1,2,home,rainy,team_a_win
1529,2483357,1.8,1.45,5,2,home,sunny,team_b_win
1530,2483356,2.29,2.59,3,3,home,sunny,team_a_win
1531,2483355,2.63,3.18,1,5,neutral,sunny,team_a_win
1532,2483354,2.63,2.83,4,3,neutral,cloudy,team_a_win
1533,2483353,0.53,0.87,4,4,neutral,rainy,team_a_win
1534,2483352,0.96,1.27,1,3,neutral,cloudy,team_a_win
1535,2483351,0.74,1.23,3,1,home,sunny,team_b_win
1536,2483350,1.67,1.13,2,1,home,rainy,team_a_win
1537,2483349,0.79,1.56,3,1,away,rainy,team_a_win
1538,2483348,2.46,1.68,5,3,home,rainy,team_a_win
1539,2483347,2.15,2.49,3,2,away,rainy,draw
1540,2483346,2.18,2.98,4,1,home,rainy,draw
1541,2483345,2.77,1.24,4,5,away,rainy,team_a_win
1542,2483344,0.81,1.83,2,4,away,rainy,team_b_win
1543,2483343,1.44,2.5,4,2,away,cloudy,team_b_win
1544,2483342,0.61,3.27,2,1,home,rainy,team_b_win
1545,2483341,1.87,0.8,2,2,home,sunny,draw
1546,2483340,3.35,1.27,5,5,home,cloudy,team_a_win
1547,2483339,2.86,1.82,2,1,neutral,cloudy,draw
1548,2483338,0.92,3.1,2,5,away,rainy,team_b_win
1549,2483337,1.77,1.57,4,1,neutral,sunny,team_a_win
1550,2483336,2.37,3.06,1,5,away,sunny,team_a_win
1551,2483335,2.87,0.57,3,1,home,cloudy,draw
1552,2483334,1.66,2.3,1,4,home,cloudy,team_b_win
1553,2483333,2.02,3.08,4,3,home,sunny,team_b_win
1554,2483332,2.28,2.43,1,3,home,sunny,team_a_win
1555,2483331,3.13,2.4,2,4,home,cloudy,team_b_win
1556,2483330,3.04,0.68,2,2,away,rainy,team_b_win
1557,2483329,2.9,1.47,5,4,neutral,rainy,team_b_win
1558,2483328,0.88,3.22,4,2,away,sunny,team_a_win
1559,2483327,2.7,2.34,5,3,away,rainy,team_a_win
1560,2483326,3.25,0.96,5,3,home,rainy,team_b_win
1561,2483325,3.36,2.59,1,3,neutral,rainy,team_b_win
1562,2483324,3.19,1.78,1,5,neutral,sunny,draw
1563,2483323,1.86,2.63,3,3,away,cloudy,draw
1564,2483322,3.3,3.31,2,5,home,rainy,team_a_win
1565,2483321,2.3,2.22,4,1,neutral,cloudy,team_a_win
1566,2483320,1.41,2.89,5,2,home,sunny,team_b_win
1567,2483319,1.53,1.83,5,3,neutral,sunny,draw
1568,2483318,0.85,1.35,5,2,away,sunny,team_a_win
1569,2483317,3.23,2.94,2,5,away,cloudy,team_a_win
1570,2483316,2.41,0.54,4,1,home,rainy,team_a_win
1571,2483315,0.86,2.26,4,3,neutral,sunny,team_a_win
1572,2483314,1.12,2.17,4,3,neutral,sunny,team_b_win
1573,2483313,3.1,0.66,2,5,neutral,rainy,team_b_win
1574,2483312,3.23,2.94,2,3,home,cloudy,team_b_win
1575,2483311,1.49,1.73,2,5,neutral,rainy,team_a_win
1576,2483310,0.56,3.26,4,1,away,sunny,draw
1577,2483309,1.87,3.2,3,1,home,sunny,team_b_win
1578,2483308,0.76,0.83,5,5,away,cloudy,team_b_win
1579,2483307,1.98,2.99,3,4,away,rainy,team_a_win
1580,2483306,0.85,0.83,1,2,home,sunny,draw
1581,2483305,1.93,1.16,5,1,neutral,sunny,team_b_win
1582,2483304,1.42,3.08,2,3,away,sunny,team_b_win
1583,2483303,1.47,0.69,4,2,neutral,rainy,draw
1584,2483302,2.65,1.52,3,2,home,rainy,team_b_win
1585,2483301,1.19,1.45,1,1,home,sunny,team_b_win
1586,2483300,0.88,3.23,5,2,home,cloudy,team_a_win
1587,2483299,0.94,1.27,3,3,home,rainy,draw
1588,2483298,1.41,0.93,4,4,away,sunny,team_b_win
1589,2483297,1.69,2.39,1,3,neutral,rainy,team_a_win
1590,2483296,2.39,1.83,3,3,neutral,rainy,team_a_win
1591,2483295,2.7,1.15,4,1,home,cloudy,team_a_win
1592,2483294,1.68,3.42,4,1,away,sunny,draw
1593,2483293,1.11,2.83,5,4,home,cloudy,team_a_win
1594,2483292,3.26,0.83,4,1,neutral,cloudy,team_a_win
1595,2483291,3.45,0.9,3,3,neutral,sunny,team_b_win
1596,2483290,0.77,3.03,1,4,away,sunny,team_b_win
1597,2483289,1.01,0.82,1,1,away,sunny,team_a_win
1598,2483288,3.09,3.31,4,3,neutral,cloudy,team_b_win
1599,2483287,2.01,2.09,5,2,neutral,cloudy,draw
1600,2483286,1.35,2.09,1,5,neutral,sunny,team_b_win
1601,2483285,0.57,1.66,5,5,home,cloudy,team_b_win
1602,2483284,3.18,2.29,2,1,neutral,cloudy,draw
1603,2483283,3.3,1.09,4,2,home,sunny,team_a_win
1604,2483282,2.66,3.12,5,4,home,rainy,draw
1605,2483281,1.34,1.18,2,1,home,sunny,draw
1606,2483280,1.72,2.58,1,5,neutral,cloudy,team_a_win
1607,2483279,2.6,3.47,2,3,home,rainy,team_a_win
1608,2483278,0.68,2.75,3,5,home,sunny,team_a_win
1609,2483277,3.45,1.22,2,3,neutral,sunny,team_a_win
1610,2483276,0.9,3.04,3,4,neutral,cloudy,team_a_win
1611,2483275,3.32,0.58,1,3,home,sunny,draw
1612,2483274,1.12,0.88,2,1,neutral,rainy,team_a_win
1613,2483273,2.35,3.27,1,4,home,sunny,team_a_win
1614,2483272,3.1,1.7,5,5,neutral,sunny,draw
1615,2483271,3.48,1.36,4,2,home,sunny,team_a_win
1616,2483270,1.48,3.26,3,4,home,rainy,draw
1617,2483269,1.93,0.71,2,2,home,sunny,team_a_win
1618,2483268,1.34,1.1,3,2,away,cloudy,draw
1619,2483267,3.48,2.93,1,1,neutral,rainy,team_b_win
1620,2483266,1.14,2.96,2,2,neutral,sunny,team_a_win
1621,2483265,1.72,3.1,4,3,home,cloudy,draw
1622,2483264,2.11,2.33,1,4,away,sunny,draw
1623,2483263,2.96,2.2,4,1,home,rainy,team_a_win
1624,2483262,1.39,1.53,3,1,home,rainy,draw
1625,2483261,1.11,2.24,2,2,neutral,cloudy,draw
1626,2483260,2.93,1.3,5,3,away,sunny,draw
1627,2483259,0.52,3.4,5,3,home,rainy,team_b_win
1628,2483258,2.17,2.09,5,5,home,sunny,team_b_win
1629,2483257,2.95,1.93,4,2,neutral,sunny,team_b_win
1630,2483256,3.17,0.81,3,1,neutral,rainy,team_b_win
1631,2483255,0.66,3.47,4,5,away,sunny,team_b_win
1632,2483254,2.45,2.01,3,5,away,sunny,team_b_win
1633,2483253,0.76,2.16,4,3,neutral,rainy,team_b_win
1634,2483252,1.3,0.51,2,3,home,rainy,team_b_win
1635,2483251,1.44,0.9,2,5,away,sunny,team_b_win
1636,2483250,1.37,3.34,3,5,home,cloudy,team_b_win
1637,2483249,2.86,3.46,1,1,away,sunny,team_b_win
1638,2483248,0.99,0.68,3,5,away,sunny,team_a_win
1639,2483247,3.46,1.18,3,2,home,cloudy,draw
1640,2483246,1.24,0.97,5,5,home,sunny,draw
1641,2483245,2.52,1.48,2,2,away,rainy,team_a_win
1642,2483244,1.05,2.2,2,5,home,cloudy,team_a_win
1643,2483243,3.34,0.79,4,5,away,cloudy,team_b_win
1644,2483242,0.56,0.94,4,3,away,sunny,team_b_win
1645,2483241,3.2,0.61,4,4,neutral,sunny,draw
1646,2483240,1.31,0.65,5,5,home,cloudy,team_a_win
1647,2483239,2.38,3.23,2,3,away,sunny,team_b_win
1648,2483238,1.02,3.23,5,5,away,sunny,team_a_win
1649,2483237,1.64,1.62,4,5,home,sunny,team_b_win
1650,2483236,1.45,1.55,3,1,neutral,rainy,team_a_win
1651,2483235,1.01,3.13,1,3,away,rainy,team_b_win
1652,2483234,0.91,0.85,2,1,away,cloudy,draw
1653,2483233,1.78,2.98,5,5,home,cloudy,team_a_win
1654,2483232,3.04,3.13,2,2,away,sunny,team_b_win
1655,2483231,3.18,1.67,4,1,home,cloudy,team_b_win
1656,2483230,2.95,1.76,5,2,home,cloudy,team_a_win
1657,2483229,0.98,1.3,3,3,neutral,cloudy,team_b_win
1658,2483228,1.42,0.61,3,3,home,rainy,team_a_win
1659,2483227,3.32,0.71,1,1,away,cloudy,team_a_win
1660,2483226,1.04,1.21,1,4,neutral,cloudy,draw
1661,2483225,0.85,1.63,5,1,neutral,rainy,team_b_win
1662,2483224,0.68,2.99,2,1,away,cloudy,team_b_win
1663,2483223,2.15,2.24,1,3,neutral,cloudy,team_b_win
1664,2483222,0.58,2.49,5,3,away,sunny,team_b_win
1665,2483221,1.4,3.11,1,4,neutral,rainy,team_b_win
1666,2483220,3.19,2.47,3,1,away,rainy,team_a_win
1667,2483219,1.62,3.17,1,5,home,sunny,team_a_win
1668,2483218,2.44,3.02,4,2,away,sunny,draw
1669,2483217,1.87,2.13,4,2,home,sunny,team_a_win
1670,2483216,2.16,1.6,1,4,neutral,sunny,draw
1671,2483215,1.66,2.9,4,1,away,rainy,team_b_win
1672,2483214,0.66,3.09,1,2,away,cloudy,team_b_win
1673,2483213,0.67,2.74,3,1,away,cloudy,draw
1674,2483212,1.34,2.45,3,2,home,cloudy,team_a_win
1675,2483211,0.94,2.46,4,3,home,cloudy,team_a_win
1676,2483210,3.04,1.14,5,1,away,cloudy,draw
1677,2483209,1.7,1.67,1,3,home,cloudy,team_b_win
1678,2483208,1.46,3.24,5,3,away,sunny,team_b_win
1679,2483207,1.83,1.83,2,5,away,cloudy,team_a_win
1680,2483206,2.55,2.72,5,5,home,rainy,team_b_win
1681,2483205,2.29,2.67,4,3,away,cloudy,team_a_win
1682,2483204,1.39,2.22,3,2,home,sunny,team_a_win
1683,2483203,2.54,2.64,4,2,home,rainy,team_b_win
1684,2483202,2.7,3.27,2,3,neutral,sunny,draw
1685,2483201,1.51,0.97,5,2,home,rainy,team_a_win
1686,2483200,1.07,2.23,1,4,home,rainy,team_b_win
1687,2483199,0.58,1.1,5,5,away,cloudy,team_b_win
1688,2483198,0.92,1.06,1,3,away,sunny,draw
1689,2483197,1.77,1.21,5,2,away,cloudy,team_b_win
1690,2483196,2.28,2.12,4,4,away,cloudy,team_b_win
1691,2483195,3.17,3.03,3,5,away,cloudy,team_a_win
1692,2483194,3.05,2.39,3,1,neutral,sunny,team_b_win
1693,2483193,0.76,1.06,4,1,neutral,rainy,team_b_win
1694,2483192,2.87,1.14,2,4,neutral,rainy,team_b_win
1695,2483191,3.18,2.22,5,1,home,rainy,team_b_win
1696,2483190,1.7,3.37,3,2,away,cloudy,team_a_win
1697,2483189,3.14,2.81,4,2,neutral,sunny,draw
1698,2483188,2.88,1.05,1,5,home,cloudy,team_a_win
1699,2483187,0.78,2.64,4,2,neutral,rainy,draw
1700,2483186,2.27,2.88,1,2,home,sunny,draw
1701,2483185,1.84,2.43,2,5,neutral,cloudy,team_b_win
1702,2483184,3.12,2.93,1,1,away,cloudy,draw
1703,2483183,0.83,2.82,4,4,home,rainy,team_a_win
1704,2483182,1.76,2.99,4,3,away,cloudy,team_a_win
1705,2483181,1.89,2.09,1,4,away,rainy,team_b_win
1706,2483180,1.64,2.96,3,1,away,rainy,draw
1707,2483179,2.09,3.31,3,5,away,sunny,draw
1708,2483178,3.34,1.9,3,3,neutral,rainy,team_b_win
1709,2483177,1.78,2.19,2,3,away,sunny,draw
1710,2483176,2.44,3.17,4,1,neutral,rainy,draw
1711,2483175,2.87,1.31,3,5,home,rainy,draw
1712,2483174,2.89,2.86,3,1,neutral,rainy,team_b_win
1713,2483173,3.32,3.22,5,2,home,rainy,team_b_win
1714,2483172,3.42,3.33,1,3,neutral,cloudy,team_b_win
1715,2483171,1.34,1.83,4,5,neutral,cloudy,team_b_win
1716,2483170,1.78,1.4,1,1,away,rainy,team_a_win
1717,2483169,2.48,3.17,4,3,away,sunny,draw
1718,2483168,0.69,0.62,1,2,neutral,cloudy,team_b_win
1719,2483167,1.47,2.64,3,1,home,sunny,draw
1720,2483166,1.15,2.48,5,1,neutral,sunny,draw
1721,2483165,1.23,2.91,4,4,home,cloudy,team_a_win
1722,2483164,2.63,3.05,3,1,home,rainy,draw
1723,2483163,2.16,0.75,1,4,home,rainy,draw
1724,2483162,3.39,2.27,1,5,away,sunny,team_a_win
1725,2483161,1.42,1.87,3,1,away,cloudy,team_a_win
1726,2483160,0.63,1.62,3,2,home,cloudy,team_b_win
1727,2483159,2.76,1.69,2,4,neutral,cloudy,team_a_win
1728,2483158,2.73,1.04,1,2,away,rainy,team_b_win
1729,2483157,2.25,2.13,2,3,neutral,sunny,team_a_win
1730,2483156,2.64,0.54,1,3,neutral,sunny,team_b_win
1731,2483155,1.71,3.06,1,1,away,cloudy,team_b_win
1732,2483154,2.22,1.13,5,5,neutral,rainy,draw
1733,2483153,2.85,0.6,2,1,neutral,sunny,draw
1734,2483152,2.04,2.26,4,1,neutral,cloudy,draw
1735,2483151,1.87,3.32,1,1,away,sunny,team_a_win
1736,2483150,1.48,3.18,3,2,neutral,sunny,team_b_win
1737,2483149,2.12,3.37,4,3,neutral,rainy,team_a_win
1738,2483148,1.87,2.2,4,3,away,rainy,draw
1739,2483147,1.88,2.87,2,5,home,sunny,team_a_win
1740,2483146,0.65,2.09,4,5,home,sunny,team_b_win
1741,2483145,3.49,2.76,1,1,home,cloudy,team_a_win
1742,2483144,2.27,3.08,1,4,neutral,cloudy,draw
1743,2483143,3.11,0.86,3,4,away,rainy,team_b_win
1744,2483142,1.02,0.57,5,4,away,sunny,team_b_win
1745,2483141,1.12,1.03,1,1,away,cloudy,draw
1746,2483140,0.83,2.41,1,2,away,rainy,team_b_win
1747,2483139,2.79,2.14,3,4,away,sunny,team_b_win
1748,2483138,1.38,3.3,2,4,neutral,rainy,team_a_win
1749,2483137,0.94,3.09,5,5,neutral,cloudy,team_b_win
1750,2483136,2.81,2,5,2,home,cloudy,draw
1751,2483135,1.33,1.48,1,2,away,rainy,draw
1752,2483134,1.15,2.57,4,3,away,sunny,draw
1753,2483133,3.44,2.82,5,4,neutral,rainy,team_a_win
1754,2483132,1.19,0.52,2,1,home,cloudy,draw
1755,2483131,0.63,1.47,2,2,away,cloudy,draw
1756,2483130,0.69,1.42,3,5,neutral,sunny,team_b_win
1757,2483129,2.59,0.82,1,2,home,sunny,team_a_win
1758,2483128,1.24,2.15,1,1,away,cloudy,team_b_win
1759,2483127,0.57,1.65,5,5,home,rainy,draw
1760,2483126,2.92,1.83,4,3,home,rainy,draw
1761,2483125,0.81,1.01,3,4,away,sunny,team_a_win
1762,2483124,1.34,3.16,2,1,away,cloudy,team_a_win
1763,2483123,2.14,1.32,2,4,away,rainy,team_b_win
1764,2483122,2.98,2.16,1,1,neutral,sunny,team_a_win
1765,2483121,1.4,2.08,4,3,neutral,cloudy,draw
1766,2483120,2.7,2.4,3,5,away,cloudy,team_b_win
1767,2483119,1.32,3.38,2,4,home,rainy,team_a_win
1768,2483118,1.04,2.59,2,1,away,cloudy,team_a_win
1769,2483117,2.29,2.94,5,5,home,cloudy,team_a_win
1770,2483116,1.28,1.35,5,5,home,cloudy,team_b_win
1771,2483115,0.77,1.86,4,1,away,sunny,team_a_win
1772,2483114,0.83,1.16,5,2,home,cloudy,team_b_win
1773,2483113,1.12,3.22,5,1,away,sunny,team_a_win
1774,2483112,2.82,3.47,4,3,home,cloudy,team_b_win
1775,2483111,2.08,0.84,1,3,neutral,rainy,draw
1776,2483110,2.97,2.59,5,4,away,cloudy,team_b_win
1777,2483109,1.96,0.64,1,5,away,sunny,team_b_win
1778,2483108,1.43,3.44,2,4,home,cloudy,draw
1779,2483107,2.19,1.54,1,2,home,rainy,draw
1780,2483106,3.07,1.39,4,5,away,rainy,draw
1781,2483105,3.01,3.35,5,1,neutral,rainy,team_a_win
1782,2483104,1.51,2.3,4,4,neutral,cloudy,team_b_win
1783,2483103,1.42,3.17,1,1,neutral,sunny,team_b_win
1784,2483102,1.81,1.35,1,4,away,cloudy,team_a_win
1785,2483101,3.48,3.43,2,2,away,cloudy,team_a_win
1786,2483100,2.89,1.67,4,3,away,rainy,team_b_win
1787,2483099,1.88,1.56,5,5,home,sunny,draw
1788,2483098,3.2,1.01,1,3,away,rainy,team_a_win
1789,2483097,2.69,1,1,5,home,cloudy,team_b_win
1790,2483096,1.66,3.15,1,1,neutral,rainy,team_b_win
1791,2483095,1.2,2.8,2,3,neutral,cloudy,team_a_win
1792,2483094,0.67,1.69,2,3,home,cloudy,team_b_win
1793,2483093,2.96,1.86,3,4,home,cloudy,team_b_win
1794,2483092,3.34,1.25,5,4,away,rainy,draw
1795,2483091,0.83,1.89,4,1,home,cloudy,draw
1796,2483090,0.79,2.82,5,2,home,sunny,team_a_win
1797,2483089,1.64,1.63,4,2,neutral,rainy,team_a_win
1798,2483088,2.94,2.67,4,3,home,rainy,team_a_win
1799,2483087,3.17,2.91,2,2,away,rainy,draw
1800,2483086,2.36,1.13,1,4,away,rainy,team_a_win
1801,2483085,1.38,1.4,4,2,neutral,cloudy,team_b_win
1802,2483084,3.47,2.29,1,3,neutral,cloudy,draw
1803,2483083,1.97,2.69,4,1,neutral,cloudy,team_b_win
1804,2483082,0.5,1.84,1,1,home,sunny,team_a_win
1805,2483081,3.37,0.78,5,4,away,cloudy,draw
1806,2483080,2.17,3,1,5,neutral,rainy,team_b_win
1807,2483079,0.7,2.58,1,2,neutral,cloudy,team_a_win
1808,2483078,1.1,1.27,2,2,away,cloudy,team_b_win
1809,2483077,3.36,2.02,3,3,home,sunny,team_a_win
1810,2483076,2.14,1.6,5,3,neutral,sunny,draw
1811,2483075,3.17,2.44,1,1,away,cloudy,team_b_win
1812,2483074,2,2.53,2,3,home,cloudy,team_a_win
1813,2483073,2.64,3.16,4,3,away,sunny,team_a_win
1814,2483072,2.07,0.76,5,3,neutral,cloudy,team_b_win
1815,2483071,2.81,0.83,5,3,home,cloudy,team_b_win
1816,2483070,1.84,1.64,4,3,away,sunny,team_a_win
1817,2483069,1.76,2.24,1,2,away,cloudy,team_b_win
1818,2483068,1.46,1.01,5,2,neutral,rainy,team_a_win
1819,2483067,3.49,1.39,3,5,neutral,sunny,draw
1820,2483066,1.62,2.25,5,5,neutral,rainy,team_a_win
1821,2483065,0.6,2.09,1,2,away,cloudy,team_b_win
1822,2483064,2.78,2.1,2,1,away,sunny,draw
1823,2483063,2.52,1.02,5,2,home,sunny,team_a_win
1824,2483062,1.66,0.83,3,1,away,rainy,draw
1825,2483061,1.08,2.62,2,5,home,cloudy,team_a_win
1826,2483060,1.96,2.05,4,2,home,sunny,team_b_win
1827,2483059,0.76,2.74,4,5,neutral,sunny,team_b_win
1828,2483058,0.53,1.19,4,5,neutral,cloudy,team_b_win
1829,2483057,3.04,0.95,3,2,home,sunny,draw
